j,23:33:28,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pichu.gif
gwe,23:55:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/spearow.gif
wegio,00:03:00,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
be,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
ge,00:03:02,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/pidgey.gif
aw,00:03:03,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/cleffa.gif
fwe,00:03:04,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
ga,00:03:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
gaq,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/nidoran.gif
ehr,00:03:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
a,00:11:58,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/elekid.gif
b,00:12:04,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
c,00:12:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/spearow.gif
d,00:12:05,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
e,00:12:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/mareep.gif
f,00:12:06,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/totodile.gif
g,00:12:07,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/elekid.gif
h,00:12:08,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
i,00:12:09,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
jk,00:12:16,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/nidoran.gif
l,00:12:18,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/bulbasaur.gif
m,00:12:19,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
n,00:12:23,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/spearow.gif
o,00:12:24,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
p,00:12:24,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/smoochum.gif
q,00:12:25,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/togepi.gif
r,00:12:26,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/squirtle.gif
s,00:12:26,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
t,00:12:27,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/igglybuff.gif
u,00:12:28,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/squirtle.gif
v,00:12:29,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/nidoran.gif
w,00:12:30,3,1,0.0,C:/Users/siche/OneDrive/Documents/git_repos/pokemoneggdisplay/egggifs/hatchedgifs/vulpix.gif
awef,00:16:26,0,25,0.0078,
hres,00:16:28,0,24,0.0063,
awerg,00:16:29,0,23,0.0074,
sh,00:16:29,0,22,0.01,
aagw,00:16:31,0,21,0.0035000000000000005,
sher,00:16:33,0,19,0.004200000000000001,
ag,00:16:34,0,19,0.0054,
af,00:16:34,0,19,0.005600000000000001,
she,00:16:34,0,18,0.005,
strj,00:16:35,0,18,0.0037,
eras,00:16:35,0,18,0.006200000000000001,
eu,00:16:35,0,17,0.0009,
djyd,00:16:36,0,17,0.0032,
dyjt,00:16:36,0,16,0.0025,
rkuy,00:16:37,0,16,0.0014000000000000002,
shrtu,00:16:37,0,15,0.0021000000000000003,
di,00:16:38,0,15,0.0016,
yie,00:16:38,0,14,0.0022,
dgh,00:16:38,0,14,0.0012000000000000001,
st,00:16:40,0,13,0.0002,
dj,00:16:40,0,13,0.0017000000000000001,
sjrt,00:16:40,0,13,0.0018000000000000002,
sjs,00:16:41,0,12,0.0026,
rjrsr,00:16:41,0,12,0.001,
su,00:16:43,0,11,0.0007000000000000001,
srtj,00:16:43,0,11,0.0015999999999999999,
srt,00:16:44,0,10,0.002,
aey,00:16:44,0,10,0.0025,
aery,00:16:44,0,10,0.0002,
aeryaery,00:16:45,0,9,0.0012000000000000001,
aerytir,00:16:47,0,7,0.0012000000000000001,
y,00:16:48,0,6,0.0006000000000000001,
ritt,00:16:49,0,5,0.0,
treu,00:16:49,0,5,0.0004,
dfgh,00:16:49,0,5,0.0,
dh,00:16:52,0,2,0.0,
rit,00:16:53,0,1,0.0,
duy,00:16:54,0,0,0.0,
ytsr,00:16:54,0,0,0.0,
